ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
BGD,Chattogram,3354590,Women with severe anemia,0.5,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360003,1360030,Region,..Chattogram,0,,0,1,ANANEMWSEV,BDDHS2011360003,2011,DHS,991,888,,,1
BGD,Sylhet,1290473,Women with severe anemia,0.9,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360004,1360040,Region,..Sylhet,0,,0,1,ANANEMWSEV,BDDHS2011360004,2011,DHS,310,674,,,1
BGD,Dhaka before 2015,7130535,Women with severe anemia,0.5,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,ANANEMWSEV,BDDHS2011360005,2011,DHS,1850,982,,,1
BGD,Khulna,4487346,Women with severe anemia,0.3,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360006,1360060,Region,Khulna,0,,0,1,ANANEMWSEV,BDDHS2011360006,2011,DHS,708,872,,,1
BGD,Rajshahi/Rangpur,38290,Women with severe anemia,0.2,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,ANANEMWSEV,BDDHS2011360007,2011,DHS,1511,1622,,,
BGD,Rangpur,1282864,Women with severe anemia,0.1,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360008,1360080,Region,..Rangpur,0,,0,1,ANANEMWSEV,BDDHS2011360008,2011,DHS,664,791,,,1
BGD,Rajshahi,7033599,Women with severe anemia,0.2,1,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_SEV,114603040,I,360009,1360090,Region,..Rajshahi,0,,0,1,ANANEMWSEV,BDDHS2011360009,2011,DHS,847,831,,,1
BGD,Barishal,1297387,Number of women,306,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360001,1360010,Region,Barishal,0,,0,1,ANANEMWNUM,BDDHS2011360001,2011,DHS,,628,,,1
BGD,Chattogram/Sylhet,7107181,Number of women,1301,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,ANANEMWNUM,BDDHS2011360002,2011,DHS,,1562,,,
BGD,Chattogram,1290510,Number of women,991,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360003,1360030,Region,..Chattogram,0,,0,1,ANANEMWNUM,BDDHS2011360003,2011,DHS,,888,,,1
BGD,Sylhet,1290519,Number of women,310,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360004,1360040,Region,..Sylhet,0,,0,1,ANANEMWNUM,BDDHS2011360004,2011,DHS,,674,,,1
BGD,Dhaka before 2015,7160814,Number of women,1850,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360005,1360050,Region,Dhaka before 2015,0,,0,1,ANANEMWNUM,BDDHS2011360005,2011,DHS,,982,,,1
BGD,Khulna,4425048,Number of women,708,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360006,1360060,Region,Khulna,0,,0,1,ANANEMWNUM,BDDHS2011360006,2011,DHS,,872,,,1
BGD,Rajshahi/Rangpur,2842846,Number of women,1511,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,ANANEMWNUM,BDDHS2011360007,2011,DHS,,1622,,,
BGD,Rangpur,1282877,Number of women,664,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360008,1360080,Region,..Rangpur,0,,0,1,ANANEMWNUM,BDDHS2011360008,2011,DHS,,791,,,1
BGD,Rajshahi,7065438,Number of women,847,0,BD,Bangladesh,2011,BD2011DHS,AN_ANEM_W_NUM,114603050,D,360009,1360090,Region,..Rajshahi,0,,0,1,ANANEMWNUM,BDDHS2011360009,2011,DHS,,831,,,1
