GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/probability-of-dying-between-exact-ages-30-and-70-from-any-of-cardiovascular-disease-cancer-diabetes-or-chronic-respiratory-%28-%29,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,19.4,19.4 [11.9-26.5],11.9,26.5
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,0.50779609,0.5 [0.1-1.3],0.11656085,1.3371244
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2013,2013,2013,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,17.693132,17.7 [11.9-24.6],11.943606,24.555096
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,50.728702545,51,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,5.6985676,5.7 [4.0-7.8],4.0138524,7.7990457
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,9.5249012,9.5 [7.1-12.4],7.0793316,12.398229
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2022,2022,2022,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,13.5,13.5 [10.4-16.5],10.4,16.5
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,71.03146,71.0 [63.3-77.7],63.32652,77.68874
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,27.839047,27.8 [19.5-36.3],19.47706,36.33844
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,1.1,1.1 [1.0-1.3],1.0,1.3
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MGMTGUIDELINES,Guidelines,,No,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,19.512351,19.5 [18.1-20.9],18.147397,20.868601
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MEDICINES,NCD-related medicines,,Yes,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,1.7491044,1.7 [0.8-3.2],0.83463956,3.2433279
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1993,1993,1993,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,1.5546883,1.6 [0.4-3.8],0.41466267,3.8137887
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MGMTCANCERDIAGNOSISTREATMENT,Cancer diagnosis and treatment services,,Yes,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,5.096191091,5.1 [3.5-6.9],3.519582665,6.880538097
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1992,1992,1992,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,4.2,4.2 [3.7-4.7],3.7,4.7
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,57.121490479,57,,
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,10.438482,10.4 [8.0-13.1],8.0161244,13.143392
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1986,1986,1986,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,2.9,2.9 [2.5-3.3],2.5,3.3
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,21.583822,21.6 [14.4-30.1],14.389465,30.14448
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2007,2007,2007,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,69.58341,69.6 [61.8-76.4],61.8229,76.36845
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,2.8460728,2.8 [1.4-4.9],1.4077638,4.8666362
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_TARGET,Country capacity targets,,Yes,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2012,2012,2012,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,3.81132392,3.8 [2.6-5.4],2.627423693,5.355355122
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2014,2014,2014,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.4],0.9,1.4
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Not applicable,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,37.398317,37.4 [34.9-40.0],34.885547,39.967042
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,35.577723,35.6 [29.8-41.0],29.801673,41.04
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-unrecorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29-with-95-ci,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,,,,0.00085627,0.0 [0.0 - 0.0],0.0,0.027298469
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_INFRASTRUCTURE,Infrastructure,,Yes,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,2.0378448,2.0 [1.1-3.5],1.0507767,3.519078
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,0.54182685,0.5 [0.4-0.8],0.35658926,0.79195136
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,7.375592,7.4 [6.0-8.9],6.0389172,8.8537946
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2011,2011,2011,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,4.2,4.2 [3.8-4.5],3.8,4.5
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,4.2,4.2 [3.7-4.7],3.7,4.7
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,14.542793,14.5 [12.0-17.4],11.958943,17.389697
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,24.625547,24.6 [23.1-26.2],23.127075,26.167679
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1997,1997,1997,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,11.114297,11.1 [8.0-14.7],8.0419235,14.722055
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,12.665868,12.7 [10.2-15.3],10.187852,15.302187
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1997,1997,1997,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,11.710142,11.7 [7.3-17.2],7.2654121,17.195077
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,3.69093427,3.7 [2.5-5.4],2.516893511,5.403978049
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,47.784138,47.8 [44.4-51.1],44.394526,51.087296
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,2.267557852,2.3 [1.3-4.2],1.335809193,4.239851119
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1967,1967,1967,SEAR,South-East Asia,BGD,Bangladesh,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,4.0173285,4.0 [2.6-5.9],2.5649631,5.9394751
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_INFRASTRUCTURE,Infrastructure,,No,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,0.59617227,0.6 [0.2-1.4],0.19798479,1.3522582
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1993,1993,1993,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.3],0.9,1.3
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Yes,,
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,17.621294,17.6 [13.5-22.4],13.461219,22.449902
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2014,2014,2014,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,14.106272,14.1 [11.9-16.4],11.943983,16.382736
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,27.02097,27.0 [25.1-29.1],25.05165,29.081964
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,24.649182,24.6 [18.4-31.1],18.439369,31.056872
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,29.824999,29.8 [18.9-41.3],18.9439,41.275325
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,9.6211039,9.6 [8.4-10.9],8.3916433,10.914659
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,0.93648946,0.9 [0.3-2.2],0.27419543,2.1990044
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,19.9798,20.0 [18.9-21.1],18.914303,21.076651
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,19.944882,19.9 [15.1-25.6],15.082631,25.587767
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,20.769103,20.8 [11.5-33.1],11.474491,33.107901
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1995,1995,1995,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,20.639277,20.6 [12.7-30.8],12.743206,30.78669
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2022,2022,2022,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,0.5,0.5 [0.3-0.6],0.3,0.6
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MEDICINES,NCD-related medicines,,No,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,21.925589,21.9 [17.6-26.4],17.55624,26.43564
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,20.001088,20.0 [18.9-21.1],18.936741,21.10582
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,28.565475,28.6 [20.1-37.2],20.064953,37.216011
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,69.86493,69.9 [62.0-76.7],62.0191,76.69894
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,4.6642989,4.7 [3.1-6.6],3.1138545,6.6329695
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2010,2010,2010,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,1.1,1.1 [1.0-1.2],1.0,1.2
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,33.853623,33.9 [28.9-38.8],28.914648,38.797584
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1984,1984,1984,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,1.2,1.2 [0.9-1.4],0.9,1.4
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,1.9446297,1.9 [1.7-2.2],1.7407324,2.1633219
